,picture_name,push_up_motion,center,lshoulder_lelbow,rshoulder_relbow,lelbow_lwrist,relbow_rwrist,lhip_lknee,rhip_rknee,lknee_lankle,rknee_rankle,lshoulder_lwrist,rshoulder_rwrist,lhip_lankle,rhip_rankle,lhip_lwrist,rhip_rwrist,lshoulder_lankle,rshoulder_rankle,lelbow_relbow,lknee_rknee,lwrist_rwrist,lankle_rankle,lshouder_lheel,rshoulder_rheel,lwrist_lfootindex,rwrist_rfootindex,agl_lshoulder_lelbow_lwrist,agl_rshoulder_relbow_rwrist,agl_lshoulder_lhip_lknee,agl_rshoulder_rhip_rknee,agl_lhip_lknee_lankle,agl_rhip_rknee_rankle,agl_lelbow_lshoulder_lhip,agl_relbow_rshoulder_rhip,agl_lelbow_lwrist_lindex1,agl_relbow_rwrist_rindex1
10,up (18).jpg,up,40.1981086730957,43.42357635498047,39.18376159667969,37.17241668701172,39.59632110595703,40.78018569946289,36.555084228515625,31.873796463012695,33.013954162597656,80.36913299560547,75.62400817871094,71.46529388427734,67.67011260986328,81.88908386230469,68.51522064208984,113.4413833618164,104.83810424804688,81.61624145507812,41.13703155517578,67.8148422241211,47.24409484863281,117.74116516113281,109.63278198242188,91.33016967773438,86.8508529663086,175.27090861351024,171.57193770621979,151.54852781465374,158.54184922280308,159.23851121530035,162.12109693185585,68.2009005230597,61.923505883332766,107.74707108249555,125.26363762412686
11,up (19).jpg,up,40.1403923034668,40.00863265991211,36.47113800048828,36.53897476196289,39.56352996826172,38.60633087158203,34.13388442993164,31.641998291015625,32.208316802978516,76.08059692382812,72.17201232910156,69.28263854980469,64.72172546386719,71.81031036376953,61.87932205200195,112.48688507080078,101.8135986328125,77.73637390136719,40.196781158447266,58.74309158325195,45.46891784667969,116.39173889160156,106.45271301269531,87.8293685913086,83.89309692382812,172.9207634635139,168.66746806356358,160.45359185073295,166.5143328899871,161.40589416348547,164.20274734557898,59.17501044056295,55.22905989288485,113.52579361091986,127.38782645600082
12,up (2).jpg,up,40.19116973876953,38.47201156616211,36.36781692504883,38.52618408203125,36.148460388183594,35.678466796875,32.5503044128418,34.13176727294922,31.12097930908203,76.87262725830078,71.34455871582031,69.63023376464844,62.930747985839844,74.63018798828125,63.41974639892578,112.48381805419922,98.57965850830078,60.10442352294922,28.655344009399414,50.59133529663086,28.64988136291504,116.17784881591797,102.56957244873047,95.25212097167969,79.86077117919922,179.88602645455282,175.60859316607568,162.3274679099043,163.649601287922,171.8429832907769,169.4790548190355,68.70695606885512,60.52846706611434,122.91132047397446,130.68798261765423
13,up (20).jpg,up,40.03956604003906,42.97616195678711,40.138771057128906,38.412235260009766,38.85026168823242,42.92117691040039,37.71537780761719,33.252437591552734,33.43375778198242,81.319580078125,77.21797943115234,75.40303802490234,69.80880737304688,80.33182525634766,71.000732421875,116.90403747558594,106.79286193847656,71.48125457763672,35.58941650390625,60.80000686645508,39.88783264160156,120.73050689697266,111.38812255859375,94.15017700195312,88.49203491210938,177.8569411766821,175.05762912648743,152.53296297972767,158.1272294194266,163.38462728679485,166.10312453872996,69.44585276345626,64.81864548758274,102.31753514519897,118.51882581873926
14,up (21).jpg,up,40.12564468383789,32.6771354675293,40.31222915649414,23.927204132080078,30.942594528198242,30.071956634521484,31.609838485717773,28.421733856201172,30.087011337280273,54.27863311767578,70.55953216552734,57.61442184448242,61.252010345458984,46.391685485839844,66.71138763427734,94.45577239990234,103.25537872314453,61.87823486328125,27.42902183532715,53.4848518371582,28.731969833374023,97.557373046875,106.63587951660156,78.63829803466797,87.86457824707031,165.7423266260132,167.4914014686701,173.57785133996015,166.29322236370976,165.02659474535326,165.2841475185761,50.179610322521135,61.06613272738857,131.65879474305748,135.54282279572027
15,up (22).jpg,up,40.45310592651367,30.835411071777344,37.52458953857422,27.395755767822266,31.631542205810547,28.798076629638672,29.63468360900879,27.358118057250977,27.49692726135254,55.98570251464844,68.49478912353516,54.32158660888672,56.109039306640625,46.228546142578125,62.170326232910156,91.07798767089844,99.37818145751953,56.95198440551758,28.89251136779785,47.4466667175293,34.03497314453125,94.07636260986328,102.7676010131836,77.34122467041016,86.19811248779297,164.11974688678498,167.53317490563387,172.801149548303,173.04696805653174,151.75690322585248,157.27062807485862,47.35323023264567,55.881329298242726,138.20203400565967,123.62112375043486
16,up (23).jpg,up,40.9005126953125,30.220659255981445,36.29349899291992,25.875078201293945,30.451187133789062,29.389484405517578,29.876880645751953,28.373313903808594,27.161287307739258,52.767826080322266,65.8368911743164,55.96064376831055,55.76548385620117,44.777000427246094,62.05152130126953,92.60934448242188,100.38755798339844,64.76808166503906,32.422183990478516,54.938053131103516,37.900882720947266,95.6704330444336,103.57779693603516,78.22180938720703,88.12350463867188,159.39027801865805,164.43226902244808,169.30634665568255,170.33220008788345,150.86512640705894,154.56132425754635,46.09347014212852,56.69347977169226,146.63968087607824,130.83609845752946
17,up (24).jpg,up,40.0224723815918,30.72779083251953,35.993709564208984,30.57941436767578,32.003135681152344,32.07201385498047,32.5919303894043,30.167394638061523,30.788991928100586,57.02861022949219,67.03743743896484,60.20936965942383,62.843692779541016,48.13608932495117,62.022682189941406,96.96831512451172,104.7791748046875,70.9886474609375,33.257835388183594,58.44376754760742,38.30389404296875,100.14747619628906,108.7318344116211,80.53165435791016,88.10939025878906,160.32262616112146,163.0653569242318,169.73947627170975,170.4539277192714,156.76121890618074,165.0018421398011,45.822188688673954,55.33891665549533,139.13869882767852,110.93772200890965
18,up (25).jpg,up,40.050716400146484,40.09629440307617,44.14152145385742,30.069456100463867,37.94708251953125,38.79936981201172,40.5936279296875,31.708309173583984,35.213539123535156,68.35523223876953,81.07010650634766,68.28141784667969,74.25379180908203,61.33350372314453,77.48448944091797,105.67376708984375,114.232177734375,64.77586364746094,25.56058120727539,53.37873458862305,24.796085357666016,108.87885284423828,118.02824401855469,85.58244323730469,92.52400970458984,170.67355928222236,169.64556117062207,160.0079320253023,150.3519979730069,158.18605100855876,157.55506447265464,55.62200750602485,66.01756225297342,132.89311920910552,119.04753345954595
19,up (26).jpg,up,40.02177429199219,37.01334762573242,40.17892837524414,28.66782569885254,37.26954650878906,36.14376449584961,37.56499481201172,31.698780059814453,32.48294448852539,63.19488525390625,76.04104614257812,65.33246612548828,68.47460174560547,53.572635650634766,70.64958190917969,102.10539245605469,109.0429916381836,62.92501449584961,24.133583068847656,49.23661804199219,25.55422019958496,104.46602630615234,111.97742462158203,81.60528564453125,90.37403106689453,167.80981122739774,169.60777656413356,163.9962434062128,155.17411152703588,156.79864834283242,157.27778611310882,48.33864894496009,62.68107631512473,138.6907067200174,133.57984008863693
20,up (27).jpg,up,42.414669036865234,32.12108612060547,34.04384994506836,28.129919052124023,32.2138786315918,27.950061798095703,29.077869415283203,29.83584976196289,27.986894607543945,56.633094787597656,65.15304565429688,54.870750427246094,54.70927429199219,42.82029342651367,53.226539611816406,92.27529907226562,101.13200378417969,65.75750732421875,29.883832931518555,56.25654983520508,34.886714935302734,94.46833801269531,103.59659576416016,73.54472351074219,82.15679168701172,161.5734113830692,163.63836881446082,170.65474894124813,175.36458784570047,146.1218742171869,147.10699240117785,40.01297619579471,42.07464830619555,151.53562877503506,146.8962501020606
21,up (28).jpg,up,44.468631744384766,34.246917724609375,37.64741897583008,31.210004806518555,32.53593063354492,31.607149124145508,33.85831832885742,31.42690086364746,28.988059997558594,63.05641555786133,69.72660064697266,61.29720687866211,61.624908447265625,50.776546478271484,62.00075149536133,101.0308837890625,111.0064697265625,55.802833557128906,24.153636932373047,47.47785186767578,29.57077980041504,103.91314697265625,114.00874328613281,78.72032928466797,85.57440948486328,163.29894939384621,167.4004506696822,166.38850350263144,165.2736936866803,158.2951427899822,155.71345422712244,45.987813945857596,52.15270853976525,147.0901045310839,135.2152605835048
22,up (29).jpg,up,45.91200637817383,31.93665885925293,38.253822326660156,31.248945236206055,32.37336730957031,31.224260330200195,34.47751235961914,30.9500732421875,29.40400505065918,61.90572738647461,70.29464721679688,60.43044662475586,62.863067626953125,52.41691589355469,63.92618179321289,101.58871459960938,113.33804321289062,46.877525329589844,18.673295974731445,38.401512145996094,21.096452713012695,103.96739196777344,116.16748809814453,83.51458740234375,89.92777252197266,169.7538333293451,169.98701598760934,163.86711184976457,163.6097230010818,155.3911922417029,156.48068937658996,51.331412443017065,54.64568660568489,152.0681239831076,132.58764582866587
23,up (3).jpg,up,40.15751647949219,38.959632873535156,37.45884323120117,39.481204986572266,36.33827209472656,36.69842529296875,33.77129364013672,34.970829010009766,31.437183380126953,78.25669860839844,72.63484191894531,71.56574249267578,64.7108383178711,76.1427230834961,64.01127624511719,114.43278503417969,101.017822265625,65.82918548583984,32.59651565551758,57.523136138916016,33.29143524169922,118.43901824951172,105.22742462158203,94.91252899169922,81.06383514404297,178.75159669283974,176.51898908054667,160.02046223470578,163.81440009221606,173.94840276281167,169.4301096834432,69.54859929914076,59.93193883457293,116.51774431646561,124.89100982376763
24,up (30).jpg,up,47.5046272277832,32.29118728637695,38.196266174316406,30.490467071533203,35.80075454711914,39.24189758300781,37.553592681884766,37.14118194580078,29.85934066772461,61.69624328613281,73.80371856689453,75.46086883544922,66.66859436035156,50.89511489868164,67.43990325927734,111.78069305419922,120.94602966308594,51.745574951171875,32.56593704223633,46.943817138671875,47.09209442138672,115.56438446044922,124.52339172363281,75.33507537841797,91.45391082763672,166.24129926563933,172.1564206717888,135.95185550435565,162.17942674736776,164.27822457837328,160.0280847258195,49.85811331828864,57.47987360178168,140.5711261004136,121.65091470320966
25,up (31).jpg,up,44.55862045288086,33.36669158935547,37.971153259277344,30.245834350585938,32.571842193603516,31.835681915283203,33.46310043334961,32.15411376953125,30.080528259277344,62.282554626464844,70.2125473022461,61.79169845581055,60.84486770629883,51.55453109741211,62.50299835205078,101.6839599609375,109.7791519165039,51.10952377319336,22.638601303100586,46.28487014770508,24.88697624206543,104.03955078125,112.53482055664062,82.01952362060547,89.10330200195312,166.14447450396523,169.55671406989853,162.28575913236654,160.91007707125593,153.74437899129947,144.94143994369028,49.77166361396379,53.78620975147633,148.84583197799236,138.52560738739984
26,up (32).jpg,up,46.370548248291016,37.01854705810547,41.68600845336914,32.090965270996094,33.654029846191406,34.92510986328125,36.68132781982422,32.522911071777344,29.638870239257812,67.94538879394531,74.9579849243164,64.56723022460938,64.946044921875,61.539894104003906,72.33882904052734,105.76439666748047,114.35430145263672,51.59907150268555,26.167783737182617,45.983184814453125,34.53439712524414,108.67510986328125,117.46682739257812,83.33024597167969,92.53276824951172,171.7175536968588,168.90809198555743,149.18557924768712,155.13216050515368,154.35196529910712,157.4634169943714,60.70691941855926,61.84848991567851,146.93902074664322,122.27728403123486
27,up (33).jpg,up,43.18263626098633,34.26537322998047,37.5058479309082,30.726112365722656,34.930992126464844,29.9678955078125,32.596527099609375,29.378379821777344,28.017593383789062,63.83430862426758,72.26985931396484,56.013675689697266,58.88705825805664,52.87446594238281,62.87369918823242,94.53495788574219,105.87934875488281,50.18120193481445,27.5386905670166,43.2677116394043,36.71880340576172,97.19093322753906,109.05182647705078,73.78034973144531,83.77833557128906,172.7077535415922,173.436070273169,156.34051659197732,166.20844605573157,148.0631369227096,153.2448735969181,52.57034728675485,53.57566234012152,135.98010516676283,130.33831427081893
28,up (34).jpg,up,43.06057357788086,35.804908752441406,38.85382843017578,31.75885009765625,35.31085968017578,31.962614059448242,34.056922912597656,31.439281463623047,29.364856719970703,65.7286148071289,73.85635375976562,59.79133987426758,61.682647705078125,56.86853790283203,69.42713928222656,97.93508911132812,109.23092651367188,56.67881393432617,24.767728805541992,46.6380615234375,31.208471298217773,100.56065368652344,112.21794128417969,81.31346893310547,91.47377014160156,173.0838783988065,172.751535054172,158.148440344523,162.69585735051243,147.8450216617544,152.48251520251796,56.101753163137374,60.2241753084011,128.5179868947405,114.39758165373628
29,up (35).jpg,up,43.46871566772461,33.60641098022461,37.44506072998047,30.528470993041992,32.75001525878906,28.34919548034668,31.248865127563477,28.014114379882812,27.094446182250977,63.04167556762695,69.7698745727539,54.96951675415039,55.777034759521484,47.531864166259766,56.20160675048828,96.06085968017578,102.36280059814453,46.656761169433594,21.573131561279297,41.137611389160156,22.5430850982666,98.31366729736328,104.97222137451172,74.0763168334961,77.68463134765625,166.3211851581718,168.24557729644454,170.34773193805606,166.7122681296684,159.36123969677283,145.60033463254305,43.246230654527835,46.6634904095011,151.12889100996082,143.64349545324708
30,up (36).jpg,up,44.70306396484375,31.641576766967773,37.53451919555664,26.739713668823242,31.75439453125,30.291921615600586,32.98264694213867,30.349233627319336,27.667009353637695,57.29181671142578,68.7674560546875,58.95328903198242,58.809783935546875,43.30232620239258,59.13433837890625,100.02338409423828,107.57925415039062,49.78120422363281,22.53464698791504,45.031532287597656,27.262683868408203,102.68328857421875,110.48408508300781,76.07892608642578,82.96453094482422,163.41306819449878,167.89506564861784,167.96670067263292,165.41936796129835,159.59733201562346,151.58683151551915,42.19265348448586,50.53925393326816,151.68093421943792,144.24436085491143
31,up (37).jpg,up,40.15784454345703,40.54029083251953,36.11411666870117,34.696990966796875,32.56202697753906,36.966407775878906,34.489601135253906,32.48020935058594,32.76921081542969,74.25299835205078,66.2223892211914,69.26217651367188,65.48477935791016,61.081932067871094,55.90467834472656,110.83553314208984,103.372314453125,73.82120513916016,35.019500732421875,60.73287582397461,45.397178649902344,114.13585662841797,107.1570816040039,94.09490966796875,90.7451171875,167.94150091706126,170.66109099926356,179.87858154835752,178.95802231240154,171.75461430329528,166.0112584943933,49.15586058858461,50.350795353689165,102.38130179129024,122.17188419442888
32,up (38).jpg,up,40.0969123840332,39.41306686401367,34.187721252441406,33.0678825378418,30.182994842529297,35.63043212890625,33.24180603027344,31.979969024658203,31.81385612487793,71.33084869384766,61.49013900756836,67.45600891113281,63.638389587402344,59.35487365722656,51.37715530395508,108.43904113769531,102.12875366210938,71.14675903320312,31.570215225219727,57.548240661621094,39.99258804321289,111.49529266357422,105.65385437011719,92.99122619628906,90.03504943847656,167.19926425995598,171.47877392594083,179.29887607274185,179.21380925435284,172.26874996287881,167.0962203836715,49.868792319055956,49.55714444760661,109.35006183918418,122.07071543244265
33,up (39).jpg,up,40.261287689208984,41.66039276123047,38.131980895996094,37.9680290222168,36.88153839111328,39.166812896728516,36.03522872924805,35.299015045166016,34.951663970947266,79.19012451171875,72.5427474975586,74.263916015625,69.66935729980469,73.21820068359375,62.06953430175781,116.57760620117188,108.00740051269531,77.78953552246094,40.21983337402344,64.86740112304688,48.82119369506836,120.74234771728516,113.1089859008789,95.56839752197266,88.59368133544922,173.141405894462,173.21927005100014,168.21380689889133,169.1116079445328,171.5647896858823,167.32452628686832,58.9234272526747,55.888460015736214,107.78586655698123,123.68113743494825
34,up (4).jpg,up,40.032344818115234,39.24671936035156,37.937923431396484,39.7214241027832,36.45490646362305,37.797786712646484,34.76372146606445,34.882083892822266,32.42144012451172,78.65272521972656,72.81280517578125,72.5584716796875,66.61357116699219,73.19578552246094,62.90568542480469,115.69068908691406,103.8464126586914,69.6114501953125,29.60845947265625,61.15700912475586,29.529083251953125,119.57758331298828,108.33528900146484,95.28787231445312,83.9678726196289,174.74768880233057,171.8940494274776,164.98345527055545,168.96896627390626,173.16823123505614,170.04309184069515,62.39921489864581,54.751281330253285,116.87449875719372,128.7463237611597
35,up (40).jpg,up,40.01203155517578,39.81145477294922,35.503971099853516,34.58574676513672,31.99456024169922,36.505767822265625,33.671043395996094,32.19010543823242,32.537330627441406,73.28028869628906,64.96794128417969,68.48816680908203,64.44612884521484,60.484683990478516,53.99937438964844,109.9964599609375,102.47545623779297,70.5211410522461,33.1287841796875,56.84752655029297,42.38411331176758,113.22115325927734,106.23612976074219,93.59489440917969,88.778564453125,165.57871991710041,170.4445193610608,179.91651641900776,179.62499028485328,171.0172544012574,166.19774997949133,48.615599455425766,49.335313563742936,108.38716909075248,125.21082660146433
36,up (41).jpg,up,40.12104034423828,40.462562561035156,34.68086242675781,34.13671875,29.932758331298828,37.33412551879883,33.66590881347656,33.22209167480469,32.66520309448242,73.26849365234375,61.566505432128906,70.3424072265625,64.69160461425781,62.043270111083984,50.865421295166016,112.40310668945312,103.40187072753906,76.07062530517578,34.07771301269531,67.07713317871094,42.47274398803711,115.8514175415039,107.69473266601562,93.49374389648438,89.95696258544922,160.73130734238566,164.24832201018697,177.56428123112542,179.7916469006016,171.04040874254372,165.51787294950825,46.27069989071201,45.89596156189926,109.19485262048482,123.40762933982427
37,up (42).jpg,up,40.474212646484375,41.44194793701172,38.4067497253418,38.565120697021484,37.24812698364258,39.73727035522461,34.5206184387207,34.57989501953125,33.90739822387695,79.7399673461914,73.12715148925781,74.0171127319336,67.26203918457031,76.3429946899414,63.69384765625,116.74761199951172,104.48951721191406,79.0573501586914,44.62171173095703,67.60263061523438,55.89570236206055,120.94049835205078,109.62974548339844,95.48312377929688,84.77647399902344,175.3901500560403,175.6903778511974,164.8075369182926,167.17605527715625,169.65520539773013,167.3300724004744,62.08623514030832,58.805647470627,105.697905048465,118.27132708397468
38,up (43).jpg,up,40.05201721191406,39.425601959228516,35.022789001464844,34.40093994140625,31.005863189697266,35.95441818237305,33.449710845947266,31.81475830078125,31.901615142822266,72.59568786621094,63.54212951660156,67.5902099609375,63.53391647338867,59.49116134643555,53.00197219848633,109.23094177246094,101.3299331665039,72.34748840332031,33.10561752319336,60.19411849975586,42.20234298706055,112.22727966308594,104.7629623413086,93.34638214111328,88.74710083007812,164.79458687962625,168.83611909454953,178.88254507960724,179.83254243088595,171.60930885889243,166.1171947284202,47.230286827585445,48.206867275113865,121.63754483528044,130.23956703826454
39,up (44).jpg,up,40.16374206542969,39.82624816894531,35.6300048828125,33.54593276977539,31.481399536132812,36.691566467285156,33.66556930541992,31.989181518554688,32.50574493408203,72.33692169189453,64.86788940429688,68.4808578491211,64.6298599243164,59.83836364746094,54.9578971862793,109.69515228271484,102.86528015136719,70.77436065673828,32.66319274902344,59.37665557861328,41.605403900146484,112.79127502441406,106.71326446533203,93.74002838134766,89.73628997802734,164.84717933623537,171.20799790648482,179.63492137990647,179.99990938630796,171.25118838033032,168.35975073861047,48.578170018774095,49.91940060571116,102.44875673953328,120.85256485434923
40,up (45).jpg,up,40.16122055053711,41.82559585571289,38.27052307128906,38.97012710571289,36.74784851074219,39.53441619873047,34.95058059692383,34.7886848449707,33.87971878051758,80.48043823242188,72.64668273925781,74.05763244628906,67.66412353515625,76.23095703125,64.09113311767578,116.63383483886719,104.85076141357422,79.06021118164062,42.11876678466797,68.00835418701172,51.519798278808594,120.70282745361328,109.81703186035156,96.52543640136719,86.54186248779297,175.11500271551552,174.71647483782363,164.9458619093637,166.49274949220984,170.27505872528712,167.7806873007768,62.214909074082186,59.45368898888864,114.77730283291964,124.69670460225913
41,up (46).jpg,up,40.14474868774414,39.97860336303711,35.89995574951172,35.3268928527832,32.61335754394531,36.05653762817383,32.43016052246094,31.485790252685547,31.942604064941406,74.328857421875,66.24591827392578,67.29403686523438,62.951839447021484,61.424644470214844,54.4772834777832,109.93424987792969,100.48078155517578,69.27764892578125,33.747310638427734,57.635711669921875,42.42805480957031,113.29959869384766,104.59490203857422,90.2357406616211,85.08601379394531,165.56805116161684,168.317926302599,178.7044310488973,179.7971620509853,170.04329674637026,167.51134562104653,47.940329388037874,48.39546587357084,111.47501565224519,127.14568258954554
42,up (47).jpg,up,40.188358306884766,35.27301025390625,36.276485443115234,31.998109817504883,34.671852111816406,36.92829132080078,36.457115173339844,32.056121826171875,32.03131866455078,63.115543365478516,68.95196533203125,66.38597869873047,66.08124542236328,58.74153518676758,72.78010559082031,101.56646728515625,108.25079345703125,89.47835540771484,39.29491424560547,73.53836822509766,45.11904525756836,105.27043914794922,112.46993255615234,82.982177734375,96.17718505859375,172.73257444903604,172.89776940430198,156.5539326827835,152.73386252150874,154.60842524206276,149.54389461401166,60.05229359793773,71.84688965295835,131.70905127497045,99.33580559037507
43,up (48).jpg,up,40.06578826904297,34.65309524536133,37.37356185913086,28.725261688232422,32.53873825073242,36.52373504638672,35.84672164916992,32.8321533203125,31.177974700927734,57.576351165771484,66.876708984375,68.02436828613281,64.56816864013672,62.38038635253906,77.60465240478516,97.26812744140625,104.70893096923828,96.54280853271484,50.7104377746582,76.14505767822266,57.546504974365234,101.82174682617188,108.88768768310547,81.93911743164062,95.69194793701172,177.45799984517436,174.60064484741287,145.68684216610478,138.5744569003438,159.9580206453135,149.34318267506168,74.0761746055913,83.74531824374152,118.79685185662814,87.74722170110037
44,up (49).jpg,up,40.002891540527344,31.313980102539062,36.80998992919922,31.554203033447266,32.03555679321289,31.35053253173828,33.00043869018555,33.623741149902344,30.721752166748047,53.877445220947266,66.55233001708984,63.10627746582031,62.80431365966797,47.61525344848633,66.32041931152344,94.8915023803711,106.39448547363281,101.31000518798828,52.7576789855957,79.99855041503906,66.93087768554688,98.62853240966797,110.08798217773438,79.8166275024414,95.87543487548828,165.0497727649306,167.41501263299267,169.4206020601185,172.01881968076972,161.99983739579713,162.14859891592,51.046170082898996,60.82633844600777,144.9984683807942,123.39863716841087
